name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,GW
Conor Townsend,DEF,Ipswich,0.0,0,0,0,0,0.0,583,21
Ricardo Barbosa Pereira,DEF,Leicester,0.0,0,0,0,0,0.0,302,21
Massimo Luongo,MID,Ipswich,0.0,0,0,0,0,0.0,277,21
Harvey Elliott,MID,Liverpool,1.8,0,0,0,0,0.0,319,21
Garang Kuol,MID,Newcastle,0.0,0,0,0,0,0.0,406,21
Rúben Gato Alves Dias,DEF,Man City,0.1,0,0,0,0,0.0,361,21
Romelu Lukaku Bolingoli,FWD,Chelsea,0.0,0,0,0,0,0.0,175,21
Ben Chilwell,DEF,Chelsea,0.5,0,0,0,0,0.0,160,21
George Hirst,FWD,Ipswich,0.2,0,0,3,0,0.3,272,21
Daniel Jebbison,FWD,Bournemouth,-0.3,0,0,3,0,10.6,69,21
Tyrick Mitchell,DEF,Crystal Palace,4.0,0,0,24,1,15.8,210,21
Myles Peart-Harris,MID,Brentford,0.0,0,0,0,0,0.0,103,21
Mahmoud Dahoud,MID,Brighton,0.0,0,0,0,0,0.0,119,21
Jonathan Panzo,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,441,21
Nico O'Reilly,MID,Man City,0.5,0,0,0,0,0.0,607,21
Aaron Ramsdale,GK,Southampton,3.3,0,0,8,0,0.0,14,21
Moussa Diaby,MID,Aston Villa,0.0,0,0,0,0,0.0,34,21
Micky van de Ven,DEF,Spurs,0.0,0,0,0,0,0.0,506,21
Igor Thiago Nascimento Rodrigues,FWD,Brentford,0.0,0,0,0,0,0.0,107,21
Kaden Rodney,MID,Crystal Palace,0.0,0,0,0,0,0.0,647,21
Callum Hudson-Odoi,MID,Nott'm Forest,1.8,0,0,10,0,3.4,434,21
Armel Bella-Kotchap,DEF,Southampton,-0.5,0,0,0,0,0.0,456,21
Rodrigo Martins Gomes,MID,Wolves,2.8,0,0,18,0,29.7,563,21
Lamare Bogarde,DEF,Aston Villa,0.0,0,0,0,0,0.0,598,21
Noussair Mazraoui,DEF,Man Utd,1.7,0,0,14,0,34.3,594,21
Cameron Archer,FWD,Southampton,0.1,0,0,0,0,0.0,27,21
Max Kinsey,DEF,Bournemouth,-0.5,0,0,0,0,0.0,680,21
Ezri Konsa Ngoyo,DEF,Aston Villa,2.8,0,2,29,1,0.3,44,21
Wayne Hennessey,GK,Nott'm Forest,0.3,0,0,0,0,0.0,721,21
Pedro Porro,DEF,Spurs,1.8,0,0,4,0,16.8,495,21
Alfie Devine,MID,Spurs,0.0,0,0,0,0,0.0,485,21
Elkan Baggott,DEF,Ipswich,0.0,0,0,0,0,0.0,261,21
Erling Haaland,FWD,Man City,5.5,0,0,5,0,13.1,351,21
Joachim Kayi-Sanda,DEF,Southampton,0.7,0,0,0,0,0.0,719,21
Leif Davis,DEF,Ipswich,1.4,0,0,10,0,20.5,267,21
Harry Amass,DEF,Man Utd,0.5,0,0,0,0,0.0,670,21
Tom Edozie,MID,Wolves,0.0,0,0,0,0,0.0,682,21
Jahmai Simpson-Pusey,DEF,Man City,0.7,0,0,0,0,0.0,672,21
Virgil van Dijk,DEF,Liverpool,3.4,0,0,13,0,12.9,339,21
Bilal El Khannouss,MID,Leicester,1.6,0,0,15,0,13.0,635,21
Konstantinos Mavropanos,DEF,West Ham,1.8,0,0,11,0,0.3,528,21
Matt Turner,GK,Crystal Palace,0.0,0,0,0,0,0.0,445,21
Juan Larios López,DEF,Southampton,0.0,0,0,0,0,0.0,464,21
Harry Toffolo,DEF,Nott'm Forest,-0.6,0,0,0,0,0.0,444,21
Toby Collyer,MID,Man Utd,0.7,0,0,8,0,1.6,613,21
Asher Agbinone,MID,Crystal Palace,0.0,0,0,0,0,0.0,646,21
Kadan Young,MID,Aston Villa,0.0,0,0,0,0,0.0,656,21
Caleb Wiley,DEF,Chelsea,0.0,0,0,0,0,0.0,575,21
Ethan Pinnock,DEF,Brentford,0.0,0,0,0,0,0.0,104,21
William Saliba,DEF,Arsenal,3.0,0,0,7,0,2.5,18,21
Altay Bayindir,GK,Man Utd,0.5,0,0,0,0,0.0,367,21
Rodrigo Bentancur,MID,Spurs,0.0,0,0,0,0,0.0,480,21
Dominic Solanke-Mitchell,FWD,Spurs,4.4,0,0,2,0,0.1,82,21
Chris Richards,DEF,Crystal Palace,2.0,0,0,23,1,0.7,194,21
Rayan Aït-Nouri,DEF,Wolves,3.6,0,0,-3,0,17.0,533,21
James Justin,DEF,Leicester,1.0,0,0,1,0,27.0,295,21
Joshua Zirkzee,FWD,Man Utd,1.5,0,0,4,0,22.4,389,21
Martin Ødegaard,MID,Arsenal,3.2,1,3,27,0,67.5,13,21
Cesare Casadei,MID,Chelsea,0.5,0,0,0,0,0.0,158,21
Jaden Philogene,MID,Aston Villa,0.0,0,0,0,0,0.0,569,21
Mario Lemina,MID,Wolves,0.2,0,0,0,0,0.0,557,21
Jack Fletcher,MID,Man Utd,0.5,0,0,0,0,0.0,667,21
Josh Acheampong,DEF,Chelsea,1.1,0,0,0,0,0.2,697,21
Adam Wharton,MID,Crystal Palace,0.0,0,0,0,0,0.0,216,21
Luis Sinisterra,MID,Bournemouth,0.0,0,0,0,0,0.0,80,21
Michael Keane,DEF,Everton,0.0,0,0,0,0,0.0,228,21
Ben Godfrey,DEF,Ipswich,1.2,0,0,0,0,0.0,715,21
Omar Richards,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,438,21
Álex Moreno Lopera,DEF,Nott'm Forest,-0.8,0,0,3,0,0.0,26,21
Ezra Mayers,DEF,West Ham,0.0,0,0,0,0,0.0,686,21
Stephy Mavididi,MID,Leicester,3.6,0,0,10,0,41.3,298,21
Anthony Gordon,MID,Newcastle,7.6,0,1,35,1,18.8,398,21
Diego Carlos Santos Silva,DEF,Aston Villa,0.0,0,0,0,0,0.0,35,21
Facundo Pellistri Rebollo,MID,Man Utd,0.0,0,0,0,0,0.0,384,21
Trent Alexander-Arnold,DEF,Liverpool,5.6,0,0,9,0,13.3,311,21
Josh King,MID,Fulham,1.0,0,0,6,0,10.6,604,21
Matt O'Riley,MID,Brighton,2.2,1,0,20,1,26.2,629,21
Wanya Marçal-Madivádua,MID,Leicester,0.0,0,0,0,0,0.0,297,21
Jamal Lewis,DEF,Newcastle,0.0,0,0,0,0,0.0,408,21
Jørgen Strand Larsen,FWD,Wolves,2.8,0,0,1,0,25.1,566,21
Jack Harrison,MID,Everton,1.4,0,0,2,0,14.7,224,21
Benjamin Arthur,DEF,Brentford,-0.5,0,0,0,0,0.0,705,21
Riccardo Calafiori,DEF,Arsenal,0.9,0,0,0,0,0.0,578,21
Luke Cundle,MID,Wolves,0.0,0,0,0,0,0.0,540,21
Jan Bednarek,DEF,Southampton,1.9,0,0,13,0,0.6,455,21
André Onana,GK,Man Utd,2.1,0,0,12,0,0.0,383,21
Odsonne Edouard,FWD,Leicester,0.0,0,0,0,0,0.0,198,21
Deivid Washington de Souza Eugênio,FWD,Chelsea,0.5,0,0,0,0,0.0,165,21
Lewis O'Brien,MID,Nott'm Forest,0.0,0,0,0,0,0.0,439,21
Bukayo Saka,MID,Arsenal,0.0,0,0,0,0,0.0,17,21
Alex Mighten,MID,Nott'm Forest,0.0,0,0,0,0,0.0,435,21
Jacob Slater,DEF,Brighton,0.0,0,0,0,0,0.0,685,21
Djed Spence,DEF,Spurs,0.0,0,0,6,0,1.6,504,21
Hamza Choudhury,MID,Leicester,0.4,0,0,0,0,0.0,287,21
Wesley Fofana,DEF,Chelsea,0.0,0,0,0,0,0.0,189,21
Lucas Digne,DEF,Aston Villa,2.4,0,0,28,1,2.0,36,21
Joe Aribo,MID,Southampton,1.1,0,0,16,1,24.2,452,21
Killian Cahill,GK,Brighton,0.0,0,0,0,0,0.0,668,21
Fábio Ferreira Vieira,MID,Arsenal,0.0,0,0,0,0,0.0,1,21
Guglielmo Vicario,GK,Spurs,0.0,0,0,0,0,0.0,508,21
Tony Yogane,MID,Brentford,-0.5,0,0,0,0,0.0,661,21
Ben Winterburn,MID,Bournemouth,-0.3,0,0,0,0,0.0,687,21
Nathan Fraser,FWD,Wolves,0.0,0,0,0,0,0.0,546,21
Christian Walton,GK,Ipswich,2.4,0,0,6,0,0.0,283,21
Matthijs de Ligt,DEF,Man Utd,1.1,0,0,17,0,0.9,593,21
Jack Hinshelwood,MID,Brighton,0.0,0,0,0,0,0.0,126,21
Antoine Semenyo,MID,Bournemouth,5.7,1,2,33,0,2.8,78,21
Will Dennis,GK,Bournemouth,-0.5,0,0,0,0,0.0,599,21
Omari Giraud-Hutchinson,MID,Ipswich,0.0,0,0,3,0,1.7,274,21
Dane Scarlett,FWD,Spurs,0.0,0,0,0,0,0.0,500,21
Joe Lumley,GK,Southampton,-0.5,0,0,0,0,0.0,466,21
Dwight McNeil,MID,Everton,0.0,0,0,0,0,0.0,230,21
Kim Ji-soo,DEF,Brentford,-0.1,0,0,0,0,0.0,96,21
Franco Umeh-Chibueze,MID,Crystal Palace,0.0,0,0,0,0,0.0,644,21
Andy Irving,MID,West Ham,0.4,0,0,2,0,0.6,576,21
Karl Hein,GK,Arsenal,0.0,0,0,0,0,0.0,5,21
Nathaniel Clyne,DEF,Crystal Palace,0.0,0,0,2,0,0.5,196,21
Saša Lukić,MID,Fulham,2.2,0,0,3,0,2.5,249,21
Kevin De Bruyne,MID,Man City,3.7,1,2,33,0,98.8,345,21
Godwill Kukonki,DEF,Man Utd,0.5,0,0,0,0,0.0,691,21
Norberto Murara Neto,GK,Arsenal,0.0,0,0,0,0,0.0,73,21
Tyrell Malacia,DEF,Man Utd,0.7,0,0,0,0,0.0,379,21
Lucas Tolentino Coelho de Lima,MID,West Ham,2.4,0,1,28,0,7.5,527,21
Lewis Dunk,DEF,Brighton,2.6,0,0,5,0,0.8,120,21
Jayden Danns,FWD,Liverpool,1.0,0,0,0,0,0.0,709,21
Mason Holgate,DEF,Everton,0.0,0,0,0,0,0.0,225,21
Kurt Zouma,DEF,West Ham,0.0,0,0,0,0,0.0,532,21
Sékou Mara,FWD,Southampton,0.0,0,0,0,0,0.0,468,21
Joseph O'Brien-Whitmarsh,MID,Southampton,-0.5,0,0,0,0,0.0,693,21
Antony Matheus dos Santos,MID,Man Utd,1.1,0,0,6,0,17.0,365,21
Dara O'Shea,DEF,Ipswich,1.6,0,0,3,0,0.3,630,21
Kalvin Phillips,MID,Ipswich,1.4,0,0,8,0,1.3,359,21
Ibrahima Konaté,DEF,Liverpool,1.6,0,0,7,0,1.8,326,21
Chadi Riad Dnanou,DEF,Crystal Palace,0.0,0,0,0,0,0.0,195,21
Freddie Ladapo,FWD,Ipswich,0.0,0,0,0,0,0.0,276,21
Levi Colwill,DEF,Chelsea,2.9,0,0,7,0,10.7,162,21
Nick Pope,GK,Newcastle,0.0,0,0,0,0,0.0,413,21
Jorge Luiz Frello Filho,MID,Arsenal,0.6,0,0,0,0,0.0,7,21
Oliwier Zych,GK,Aston Villa,0.0,0,0,0,0,0.0,641,21
Luke Woolfenden,DEF,Ipswich,1.8,0,0,6,0,0.3,284,21
Łukasz Fabiański,GK,West Ham,1.2,0,0,3,0,0.0,521,21
Idrissa Gueye,MID,Everton,1.8,0,0,8,0,4.9,222,21
Joe Gomez,DEF,Liverpool,0.0,0,0,0,0,0.0,322,21
Dominic Calvert-Lewin,FWD,Everton,1.2,0,0,-3,0,3.3,220,21
Yerson Mosquera,DEF,Wolves,0.0,0,0,0,0,0.0,558,21
Sil Swinkels,DEF,Aston Villa,0.0,0,0,0,0,0.0,640,21
Konstantinos Tsimikas,DEF,Liverpool,2.2,1,0,15,0,16.7,337,21
Christian Nørgaard,MID,Brentford,2.9,0,1,29,0,3.8,101,21
Emiliano Martínez Romero,GK,Aston Villa,2.1,0,0,28,1,0.0,47,21
Luca Williams-Barnett,MID,Spurs,0.0,0,0,0,0,0.0,689,21
Declan Rice,MID,Arsenal,4.2,0,0,18,0,17.8,16,21
Dejan Kulusevski,MID,Spurs,3.6,0,0,9,0,50.8,492,21
Pascal Groß,MID,Brighton,0.0,0,0,0,0,0.0,125,21
Gabriel dos Santos Magalhães,DEF,Arsenal,3.0,0,0,6,0,1.7,3,21
Cody Gakpo,FWD,Liverpool,6.2,0,0,13,0,48.7,321,21
Salah-Eddine Oulad M'hand,MID,Arsenal,0.0,0,0,0,0,0.0,638,21
Mohammed Kudus,MID,West Ham,3.6,0,0,7,0,2.2,525,21
Benicio Baker-Boaitey,MID,Brighton,0.0,0,0,0,0,0.0,114,21
Vitaly Janelt,MID,Brentford,1.5,0,0,7,0,2.4,94,21
Adama Traoré,MID,Fulham,1.2,0,0,-1,0,14.3,239,21
Jens Cajuste,MID,Ipswich,2.2,0,0,9,0,0.8,619,21
Tommy Setford,GK,Arsenal,0.0,0,0,0,0,0.0,639,21
Alexis Mac Allister,MID,Liverpool,7.0,0,0,13,0,28.4,329,21
Endo Wataru,MID,Liverpool,1.4,0,0,0,0,0.0,320,21
João Pedro Ferreira Silva,MID,Nott'm Forest,-0.2,0,0,5,0,0.0,596,21
Ashley Phillips,DEF,Spurs,0.0,0,0,0,0,0.0,478,21
Keane Lewis-Potter,MID,Brentford,3.5,1,0,23,0,23.5,98,21
Ben Johnson,DEF,Ipswich,1.0,0,0,0,0,0.0,275,21
Michael Golding,MID,Leicester,0.0,0,0,0,0,0.0,292,21
João Félix Sequeira,MID,Chelsea,1.5,1,0,16,0,0.3,621,21
Remi Matthews,GK,Crystal Palace,0.0,0,0,0,0,0.0,209,21
Zach Marsh,FWD,Crystal Palace,0.0,0,0,0,0,0.0,676,21
Alfie Gilchrist,DEF,Chelsea,0.0,0,0,0,0,0.0,170,21
Nayef Aguerd,DEF,West Ham,0.0,0,0,0,0,0.0,529,21
Emile Smith Rowe,MID,Fulham,0.8,0,0,3,0,7.2,19,21
Daniel Adu-Adjei,FWD,Bournemouth,0.6,0,0,0,0,0.0,722,21
Enes Ünal,FWD,Bournemouth,0.0,0,0,0,0,0.0,65,21
Lucas Bergström,GK,Chelsea,0.5,0,0,0,0,0.0,154,21
Kacper Kozłowski,MID,Brighton,0.0,0,0,0,0,0.0,130,21
Francisco Evanilson de Lima Barbosa,FWD,Bournemouth,0.0,0,0,0,0,0.0,617,21
Axel Tuanzebe,DEF,Ipswich,0.0,0,0,0,0,0.0,282,21
Gabriel Fernando de Jesus,FWD,Arsenal,0.0,0,0,0,0,0.0,2,21
Iliman Ndiaye,FWD,Everton,3.2,0,0,2,0,2.2,232,21
Ruairi McConville,DEF,Brighton,0.0,0,0,0,0,0.0,681,21
David Raya Martin,GK,Arsenal,3.2,0,0,8,0,0.0,15,21
Enso González,MID,Wolves,0.0,0,0,0,0,0.0,547,21
Archie Gray,MID,Spurs,2.0,0,0,12,0,0.3,489,21
Christopher Nkunku,MID,Chelsea,1.3,0,0,0,0,0.0,181,21
Manuel Akanji,DEF,Man City,3.1,0,0,4,0,15.5,340,21
Kaelan Casey,DEF,West Ham,0.0,0,0,0,0,0.0,643,21
Ryan Gravenberch,MID,Liverpool,3.4,0,0,13,0,2.9,323,21
Joe Willock,MID,Newcastle,1.0,0,0,1,0,0.0,420,21
Mark Flekken,GK,Brentford,2.5,0,0,12,0,0.0,91,21
Lewis Cook,MID,Bournemouth,1.7,0,0,8,0,11.3,64,21
Alex Iwobi,MID,Fulham,4.8,0,3,57,0,60.9,247,21
Ethan Nwaneri,MID,Arsenal,0.0,0,0,0,0,0.0,12,21
Ross Stewart,FWD,Southampton,0.0,0,0,0,0,0.0,473,21
Matt Doherty,DEF,Wolves,3.6,0,0,0,0,1.3,543,21
Alejo Véliz,FWD,Spurs,0.0,0,0,0,0,0.0,507,21
Ilkay Gündogan,MID,Man City,1.5,0,0,5,0,11.0,625,21
Isaac Hayden,MID,Newcastle,0.0,0,0,0,0,0.0,400,21
Wilson Odobert,MID,Spurs,0.0,0,0,0,0,0.0,612,21
Conor Bradley,DEF,Liverpool,1.2,0,0,0,0,0.0,313,21
Tom Cairney,MID,Fulham,1.6,0,0,3,0,1.3,243,21
Jarell Quansah,DEF,Liverpool,1.2,0,0,0,0,0.0,333,21
Jacob Ramsey,MID,Aston Villa,1.2,0,0,6,1,2.1,53,21
Emiliano Buendía Stati,MID,Aston Villa,0.8,0,0,5,0,0.3,31,21
James McAtee,MID,Man City,1.1,0,0,5,0,4.3,357,21
Andrew Robertson,DEF,Liverpool,3.2,0,0,9,0,11.9,335,21
Luke Harris,MID,Fulham,0.0,0,0,0,0,0.0,246,21
Youri Tielemans,MID,Aston Villa,2.0,0,0,19,1,34.4,57,21
João Neves Virgínia,GK,Everton,0.0,0,0,0,0,0.0,227,21
Oleksandr Zinchenko,DEF,Arsenal,0.4,0,0,3,0,3.3,25,21
Francisco Jorge Tomás Oliveira,MID,Wolves,0.0,0,0,0,0,0.0,537,21
Ederson Santana de Moraes,GK,Man City,0.5,0,0,0,0,0.0,347,21
Andrew Omobamidele,DEF,Nott'm Forest,-1.0,0,0,0,0,0.0,440,21
Norberto Bercique Gomes Betuncal,FWD,Everton,0.6,0,0,1,0,0.0,218,21
Diogo Dalot Teixeira,DEF,Man Utd,0.0,0,0,0,0,0.0,369,21
Pape Matar Sarr,MID,Spurs,1.2,0,0,-1,0,0.3,499,21
Wes Okoduwa,DEF,Wolves,0.0,0,0,0,0,0.0,711,21
Danny Welbeck,FWD,Brighton,0.2,0,0,3,0,0.3,148,21
Maeson King,DEF,Spurs,0.0,0,0,0,0,0.0,700,21
Yankuba Minteh,MID,Brighton,0.6,0,0,2,0,0.6,135,21
Nathan Aké,DEF,Man City,3.5,0,0,13,0,4.0,341,21
Lewis Orford,MID,West Ham,0.0,0,0,0,0,0.0,701,21
Bernd Leno,GK,Fulham,3.0,0,0,-8,0,0.0,248,21
Jamaal Lascelles,DEF,Newcastle,0.0,0,0,0,0,0.0,407,21
Axel Disasi,DEF,Chelsea,1.7,0,0,0,0,0.0,167,21
Ismeal Kabia,MID,Arsenal,0.0,0,0,0,0,0.0,659,21
Kevin Schade,MID,Brentford,2.5,0,0,6,0,11.2,106,21
Victor Kristiansen,DEF,Leicester,0.8,0,0,9,0,30.8,296,21
Kyle Walker-Peters,DEF,Southampton,1.3,0,0,3,0,22.5,476,21
Daniel Bentley,GK,Wolves,0.0,0,0,0,0,0.0,536,21
Ivan Toney,FWD,Brentford,0.0,0,0,0,0,0.0,108,21
Carlos Soler,MID,West Ham,2.4,0,2,35,0,5.4,654,21
Antonee Robinson,DEF,Fulham,3.8,2,0,24,0,61.6,255,21
Romain Faivre,MID,Bournemouth,0.0,0,0,0,0,0.0,66,21
James Ward-Prowse,MID,Nott'm Forest,0.2,0,0,0,0,0.0,531,21
Patson Daka,FWD,Leicester,1.0,0,0,2,0,1.1,289,21
Illia Zabarnyi,DEF,Bournemouth,3.7,0,0,3,0,0.3,85,21
Gavin Bazunu,GK,Southampton,-0.4,0,0,0,0,0.0,454,21
Sven Botman,DEF,Newcastle,1.0,0,0,30,1,1.4,393,21
Hugo Bueno López,DEF,Wolves,0.0,0,0,0,0,0.0,549,21
Diego Gómez,MID,Brighton,2.1,0,0,0,0,0.0,714,21
Danny Ward,GK,Leicester,0.2,0,0,0,0,0.0,308,21
Samuel Amo-Ameyaw,MID,Southampton,-0.5,0,0,0,0,0.0,451,21
Joe Gauci,GK,Aston Villa,0.0,0,0,0,0,0.0,39,21
João Pedro Junqueira de Jesus,FWD,Brighton,3.4,0,0,4,1,4.8,129,21
Justin Kluivert,MID,Bournemouth,3.7,0,1,28,0,1.6,71,21
Ollie Scarles,DEF,West Ham,0.4,0,0,6,0,0.0,677,21
Josh Wilson-Esbrand,DEF,Man City,0.5,0,0,0,0,0.0,675,21
Martin Dúbravka,GK,Newcastle,6.2,0,2,39,1,0.0,396,21
Flynn Downes,MID,Southampton,0.2,0,0,1,0,0.3,518,21
Alejandro Garnacho,MID,Man Utd,1.9,0,1,18,0,34.6,372,21
Ronnie Edwards,DEF,Southampton,0.0,0,0,0,0,0.0,460,21
Edson Álvarez Velázquez,MID,West Ham,1.6,0,0,19,0,1.5,511,21
Jack Grealish,MID,Man City,0.9,0,0,0,0,0.0,349,21
Marcus Myers-Harness,MID,Ipswich,0.0,0,0,0,0,0.0,271,21
Jack Taylor,MID,Ipswich,1.0,0,0,1,0,1.7,281,21
Simon Adingra,MID,Brighton,2.4,0,0,9,1,15.4,113,21
Ben Mee,DEF,Brentford,0.5,0,0,0,0,0.0,100,21
Leon Chiwome,FWD,Wolves,0.0,0,0,0,0,0.0,539,21
Eric da Silva Moreira,MID,Nott'm Forest,-1.0,0,0,0,0,0.0,428,21
Luis Guilherme Lira dos Santos,MID,West Ham,0.4,0,0,0,0,0.0,526,21
Joe Hodge,MID,Wolves,0.0,0,0,0,0,0.0,551,21
Chiedozie Ogbene,MID,Ipswich,0.0,0,0,0,0,0.0,632,21
Harrison Armstrong,MID,Everton,0.2,0,0,0,0,0.0,603,21
Carney Chukwuemeka,MID,Chelsea,0.5,0,0,0,0,0.0,161,21
Tom King,GK,Wolves,0.0,0,0,0,0,0.0,556,21
Wout Faes,DEF,Leicester,0.6,0,0,10,0,13.8,291,21
Leny Yoro,DEF,Man Utd,1.5,0,0,11,0,1.4,572,21
Pedro Lomba Neto,MID,Chelsea,2.1,0,0,5,0,0.3,560,21
Ian Maatsen,DEF,Aston Villa,1.0,0,0,0,0,0.0,45,21
Harry Winks,MID,Leicester,1.8,0,0,18,0,10.7,309,21
Mads Roerslev Rasmussen,DEF,Brentford,3.1,1,0,13,0,21.5,105,21
Jurriën Timber,DEF,Arsenal,2.6,0,0,10,0,3.7,6,21
Saša Kalajdžić,FWD,Wolves,0.0,0,0,0,0,0.0,555,21
Anthony Elanga,MID,Nott'm Forest,6.8,1,2,27,0,24.3,432,21
Julio Enciso,MID,Brighton,1.0,0,0,0,0,0.0,121,21
Alfie Dorrington,DEF,Spurs,0.0,0,0,0,0,0.0,699,21
Naouirou Ahamada,MID,Crystal Palace,0.0,0,0,0,0,0.0,190,21
Jeremy Sarmiento Morante,MID,Brighton,0.0,0,0,0,0,0.0,141,21
Ayden Heaven,DEF,Arsenal,0.0,0,0,0,0,0.0,658,21
Vladimír Coufal,DEF,West Ham,0.0,0,0,0,0,0.0,516,21
Marc Cucurella Saseta,DEF,Chelsea,1.5,0,0,-1,0,12.9,163,21
Toti António Gomes,DEF,Wolves,0.0,0,0,0,0,0.0,567,21
Julio Soler,DEF,Bournemouth,0.7,0,0,0,0,0.0,713,21
Cristian Romero,DEF,Spurs,0.0,0,0,0,0,0.0,498,21
Dan Burn,DEF,Newcastle,5.2,0,0,26,1,0.5,395,21
Destiny Udogie,DEF,Spurs,0.0,0,0,0,0,0.0,505,21
Jordan Pickford,GK,Everton,4.4,0,0,9,0,0.0,235,21
Boubacar Traoré,MID,Wolves,0.0,0,0,0,0,0.0,534,21
Stefan Bajčetić Maquieira,MID,Liverpool,0.0,0,0,0,0,0.0,312,21
Samuel Rak-Sakyi,MID,Chelsea,0.5,0,0,0,0,0.0,695,21
Mikkel Damsgaard,MID,Brentford,2.9,0,0,10,0,31.0,89,21
Luis Díaz,MID,Liverpool,5.8,0,0,7,0,28.0,327,21
Enzo Barrenechea,MID,Aston Villa,0.0,0,0,0,0,0.0,30,21
Carlos Vinícius Alves Morais,FWD,Fulham,0.2,0,0,0,0,0.0,258,21
Pervis Estupiñán,DEF,Brighton,3.6,0,3,33,1,21.3,122,21
James Milner,MID,Brighton,0.0,0,0,0,0,0.0,134,21
Ryan Trevitt,MID,Brentford,-0.5,0,0,0,0,0.0,602,21
Enzo Fernández,MID,Chelsea,2.3,0,0,24,0,83.0,168,21
Luke Shaw,DEF,Man Utd,0.1,0,0,0,0,0.0,387,21
Fábio Freitas Gouveia Carvalho,MID,Brentford,-0.3,0,0,0,0,0.0,314,21
Jérémy Doku,MID,Man City,1.7,0,0,0,0,0.0,346,21
Marcus Bettinelli,GK,Chelsea,0.5,0,0,0,0,0.0,155,21
Alisson Ramses Becker,GK,Liverpool,3.4,0,0,8,0,0.0,310,21
Aaron Hickey,DEF,Brentford,0.0,0,0,0,0,0.0,93,21
Vítezslav Jaros,GK,Liverpool,1.0,0,0,0,0,0.0,660,21
Alex McCarthy,GK,Southampton,-0.5,0,0,0,0,0.0,469,21
Neal Maupay,FWD,Everton,0.0,0,0,0,0,0.0,229,21
Steven Benda,GK,Fulham,0.0,0,0,0,0,0.0,242,21
Dean Henderson,GK,Crystal Palace,3.6,0,0,30,1,0.0,201,21
Callum Bates,MID,Everton,0.0,0,0,0,0,0.0,678,21
Ki-Jana Hoever,DEF,Wolves,0.0,0,0,0,0,0.0,552,21
Cheick Doucouré,MID,Crystal Palace,1.6,0,0,9,1,2.5,193,21
Scott McTominay,MID,Man Utd,0.0,0,0,0,0,0.0,381,21
Wilfred Ndidi,MID,Leicester,0.0,0,0,0,0,0.0,300,21
Maxence Lacroix,DEF,Crystal Palace,3.6,0,2,33,1,0.6,650,21
John Ruddy,GK,Newcastle,0.0,0,0,0,0,0.0,414,21
Caleb Okoli,DEF,Leicester,0.6,0,0,0,0,0.0,301,21
Odysseas Vlachodimos,GK,Newcastle,0.0,0,0,0,0,0.0,412,21
George Earthy,MID,West Ham,0.0,0,0,0,0,0.0,519,21
Daichi Kamada,MID,Crystal Palace,1.2,0,0,6,0,0.8,205,21
Reece James,DEF,Chelsea,1.9,0,0,15,0,16.3,172,21
Georginio Rutter,MID,Brighton,1.7,0,0,24,0,21.3,618,21
Conor Chaplin,MID,Ipswich,0.0,0,0,0,0,0.0,265,21
Santiago Bueno,DEF,Wolves,3.0,0,0,-6,0,0.1,564,21
Corrie Ndaba,DEF,Ipswich,0.0,0,0,0,0,0.0,279,21
Kenny Tete,DEF,Fulham,0.0,0,0,0,0,0.0,257,21
Pablo Sarabia,MID,Wolves,0.4,0,0,5,0,3.6,565,21
Diogo Teixeira da Silva,MID,Liverpool,4.2,0,1,22,0,1.4,317,21
Kortney Hause,DEF,Aston Villa,0.0,0,0,0,0,0.0,40,21
Liam Delap,FWD,Ipswich,4.4,0,0,2,0,11.5,268,21
Bastien Meupiyou,DEF,Wolves,0.0,0,0,0,0,0.0,637,21
Tino Livramento,DEF,Newcastle,3.0,0,0,30,1,3.8,409,21
Remy Rees-Dottin,FWD,Bournemouth,-0.5,0,0,0,0,0.0,707,21
Tyler Adams,MID,Bournemouth,0.7,0,0,10,0,12.8,60,21
Danilo dos Santos de Oliveira,MID,Nott'm Forest,-1.0,0,0,0,0,0.0,429,21
Jenson Metcalfe,MID,Everton,0.0,0,0,0,0,0.0,614,21
Marcus Rashford,MID,Man Utd,0.5,0,0,0,0,0.0,385,21
James Maddison,MID,Spurs,1.8,0,0,6,0,5.4,494,21
Daniel Muñoz,DEF,Crystal Palace,3.2,0,0,30,1,26.7,211,21
Bruno Guimarães Rodriguez Moura,MID,Newcastle,5.0,1,0,25,1,54.6,394,21
Fraser Forster,GK,Spurs,0.8,0,0,0,0,0.0,488,21
Elliot Anderson,MID,Nott'm Forest,1.4,0,0,15,0,4.3,423,21
Charlie Taylor,DEF,Southampton,-0.7,0,0,0,0,0.0,475,21
Bryan Mbeumo,MID,Brentford,6.1,0,0,14,0,55.5,99,21
Matty Cash,DEF,Aston Villa,2.0,0,0,22,1,1.8,32,21
Adam Lallana,MID,Southampton,0.1,0,0,0,0,0.0,463,21
Sandro Tonali,MID,Newcastle,2.8,0,0,19,1,34.3,417,21
Issa Diop,DEF,Fulham,2.0,0,0,0,0,0.0,245,21
Igor Julio dos Santos de Paulo,DEF,Brighton,0.0,0,0,0,0,0.0,128,21
Joelinton Cássio Apolinário de Lira,MID,Newcastle,5.4,0,0,4,1,20.8,403,21
John McGinn,MID,Aston Villa,0.0,0,0,0,0,0.0,48,21
